KEY,CN,TC_NT,TC_USD
Text_1_542,在准备通过日影的试炼时，\n发现日影并不怎么在意这件事，\n云雀被放水过关。,在準備通過日影的試煉時，\n發現日影並不怎麼在意這件事，\n雲雀被放水過關。,在準備通過日影的試煉時，\n發現日影並不怎麼在意這件事，\n雲雀被放水過關。
Text_1_545,蛇女队长焰严格把关，\n云雀在少女协助下尽力而为，\n勉强过关。,蛇女隊長焰嚴格把關，\n雲雀在少女協助下盡力而為，\n勉強過關。,蛇女隊長焰嚴格把關，\n雲雀在少女協助下盡力而為，\n勉強過關。
Text_1_548,看到云雀的叛变，\n春花显得理所当然，\n云雀叛变的缘由即将水落石出。,看到雲雀的叛變，\n春花顯得理所當然，\n雲雀叛變的緣由即將水落石出。,看到雲雀的叛變，\n春花顯得理所當然，\n雲雀叛變的緣由即將水落石出。
Text_1_551,云雀果然为春花所困，\n春花与铃音浴室密谈，\n少女协云雀前往偷听被发现。,雲雀果然為春花所困，\n春花與鈴音浴室密談，\n少女協雲雀前往偷聽被發現。,雲雀果然為春花所困，\n春花與鈴音浴室密談，\n少女協雲雀前往偷聽被發現。
Text_1_554,听到重要消息但云雀被擒住，\n少女脱困欲往半藏求助，\n途遇半藏一行人突击搜救云雀。\n并将蛇女学员拖入结界决斗。,聽到重要消息但雲雀被擒住，\n少女脫困欲往半藏求助，\n途遇半藏一行人突擊搜救雲雀。\n並將蛇女學員拖入結界決鬥。,聽到重要消息但雲雀被擒住，\n少女脫困欲往半藏求助，\n途遇半藏一行人突擊搜救雲雀。\n並將蛇女學員拖入結界決鬥。
Text_1_558,蛇女等人被幕后高层道元控制\n少女无奈一一进入结界劝同伴停手\n葛城明白真相后将日影放出。,蛇女等人被幕後高層道元控制\n少女無奈一一進入結界勸同伴停手\n葛城明白真相後將日影放出。,蛇女等人被幕後高層道元控制\n少女無奈一一進入結界勸同伴停手\n葛城明白真相後將日影放出。
Text_1_561,进入柳生结界告知其云雀位置，\n成功将柳生注意力转移，\n未来幸免于难。,進入柳生結界告知其雲雀位置，\n成功將柳生注意力轉移，\n未來倖免於難。,進入柳生結界告知其雲雀位置，\n成功將柳生注意力轉移，\n未來倖免於難。
Text_1_564,少女赶到春花监视云雀的楼层，\n与柳生协力将云雀救出，\n并试图将被洗脑的春花点醒。\n但成效似乎不大。,少女趕到春花監視雲雀的樓層，\n與柳生協力將雲雀救出，\n並試圖將被洗腦的春花點醒。\n但成效似乎不大。,少女趕到春花監視雲雀的樓層，\n與柳生協力將雲雀救出，\n並試圖將被洗腦的春花點醒。\n但成效似乎不大。
Text_1_568,飞鸟与焰宿命一战，\n仍未分胜负。\n但过久激战惹怒了道元，\n蛇女等人性命危在旦夕。,飛鳥與焰宿命一戰，\n仍未分勝負。\n但過久激戰惹怒了道元，\n蛇女等人性命危在旦夕。,飛鳥與焰宿命一戰，\n仍未分勝負。\n但過久激戰惹怒了道元，\n蛇女等人性命危在旦夕。
Text_1_572,事态急剧升温，\n赶来的大道寺学姐遭遇蛇女讲师铃音，\n竟发现其为当年失踪学姐凛，\n新账旧账一并难算清。,事態急劇升溫，\n趕來的大道寺學姐遭遇蛇女講師鈴音，\n竟發現其為當年失蹤學姐凜，\n新賬舊賬一併難算清。,事態急劇升溫，\n趕來的大道寺學姐遭遇蛇女講師鈴音，\n竟發現其為當年失蹤學姐凜，\n新賬舊賬一併難算清。
Text_1_576,虽然部分事情水落石出，\n但道元的命咒还没有解除。\n焰与飞鸟死斗中激发潜能，\n战场温度突然飙升。,雖然部分事情水落石出，\n但道元的命咒還沒有解除。\n焰與飛鳥死鬥中激發潛能，\n戰場溫度突然飆升。,雖然部分事情水落石出，\n但道元的命咒還沒有解除。\n焰與飛鳥死鬥中激發潛能，\n戰場溫度突然飆升。
Text_1_580,善恶相拼未分上下。\n道元恼羞成怒发动妖魔，\n蛇女学院面临灭顶之灾。,善惡相拼未分上下。\n道元惱羞成怒發動妖魔，\n蛇女學院面臨滅頂之災。,善惡相拼未分上下。\n道元惱羞成怒發動妖魔，\n蛇女學院面臨滅頂之災。
Text_1_583,临危之际少女力挽狂澜拯救众忍性命，\n蛇女校园被毁，\n焰一行人后路堪忧。\n但众忍还将继续前行。,臨危之際少女力挽狂瀾拯救眾忍性命，\n蛇女校園被毀，\n焰一行人後路堪憂。\n但眾忍還將繼續前行。,臨危之際少女力挽狂瀾拯救眾忍性命，\n蛇女校園被毀，\n焰一行人後路堪憂。\n但眾忍還將繼續前行。
Text_1_587,战后同学们在温泉屋放松，\n提及蛇女一行人后路去向，\n被葛城骚扰打断，\n一众人尽弃前嫌成为好友。,戰後同學們在溫泉屋放鬆，\n提及蛇女一行人後路去向，\n被葛城騷擾打斷，\n一眾人盡棄前嫌成為好友。,戰後同學們在溫泉屋放鬆，\n提及蛇女一行人後路去向，\n被葛城騷擾打斷，\n一眾人盡棄前嫌成為好友。
Text_1_591,嬉笑之余云雀谈及葛城身世，\n得知一段辛苦往事，\n一时间唏嘘不已。,嬉笑之余雲雀談及葛城身世，\n得知一段辛苦往事，\n一時間唏噓不已。,嬉笑之余雲雀談及葛城身世，\n得知一段辛苦往事，\n一時間唏噓不已。
Text_1_594,临别之际，\n蛇女决定一战践行，\n焰与飞鸟结下深厚羁绊。,臨別之際，\n蛇女決定一戰踐行，\n焰與飛鳥結下深厚羈絆。,臨別之際，\n蛇女決定一戰踐行，\n焰與飛鳥結下深厚羈絆。
Text_1_597,咏对斑鸠的成见经过这段时间的摩擦，\n有了很大的改观，\n临别将友好的豆芽菜赠送给斑鸠以示和解。,詠對斑鳩的成見經過這段時間的摩擦，\n有了很大的改觀，\n臨別將友好的豆芽菜贈送給斑鳩以示和解。,詠對斑鳩的成見經過這段時間的摩擦，\n有了很大的改觀，\n臨別將友好的豆芽菜贈送給斑鳩以示和解。
Text_1_600,未来柳生一言不合大打出手，\n未来持续战败，\n气急败坏跺脚离去。,未來柳生一言不合大打出手，\n未來持續戰敗，\n氣急敗壞跺腳離去。,未來柳生一言不合大打出手，\n未來持續戰敗，\n氣急敗壞跺腳離去。
Text_1_603,葛城日影互生好感，\n接触中戳中未来隐私，\n未来怒急攻心又被春花对云雀的痴迷所打击，晕迷不醒。,葛城日影互生好感，\n接觸中戳中未來隱私，\n未來怒急攻心又被春花對雲雀的癡迷所打擊，暈迷不醒。,葛城日影互生好感，\n接觸中戳中未來隱私，\n未來怒急攻心又被春花對雲雀的癡迷所打擊，暈迷不醒。
Text_1_606,春花与柳生就云雀归属问题大打出手，\n不料柳生惊骇言论激怒云雀，\n云雀大怒负气出走。,春花與柳生就雲雀歸屬問題大打出手，\n不料柳生驚駭言論激怒雲雀，\n雲雀大怒負氣出走。,春花與柳生就雲雀歸屬問題大打出手，\n不料柳生驚駭言論激怒雲雀，\n雲雀大怒負氣出走。
Text_1_609,蛇女学院正选五人返校，\n见学校被毁怒不可遏，\n两备出言不逊与未来大打出手。,蛇女學院正選五人返校，\n見學校被毀怒不可遏，\n兩備出言不遜與未來大打出手。,蛇女學院正選五人返校，\n見學校被毀怒不可遏，\n兩備出言不遜與未來大打出手。
Text_1_612,与两备格斗中参入不明抖M生物两奈，\n痴缠少女对其进行殴打，\n少女身心受到莫名刺激。,與兩備格鬥中參入不明抖M生物兩奈，\n癡纏少女對其進行毆打，\n少女身心受到莫名刺激。,與兩備格鬥中參入不明抖M生物兩奈，\n癡纏少女對其進行毆打，\n少女身心受到莫名刺激。
Text_1_615,少女不慎触碰到宅女紫，\n紫凶性大发暴走，\n少女极力勉强将其打晕。,少女不慎觸碰到宅女紫，\n紫凶性大發暴走，\n少女極力勉強將其打暈。,少女不慎觸碰到宅女紫，\n紫凶性大發暴走，\n少女極力勉強將其打暈。
Text_1_618,少女越战越勇无往不利。\n忌梦为表忠心挡在雅绯身前，\n无奈被一击而破。,少女越戰越勇無往不利。\n忌夢為表忠心擋在雅緋身前，\n無奈被一擊而破。,少女越戰越勇無往不利。\n忌夢為表忠心擋在雅緋身前，\n無奈被一擊而破。
Text_1_621,蛇女正选队长雅绯拔刀相向，\n少女奇能激发，\n力克全场。,蛇女正選隊長雅緋拔刀相向，\n少女奇能激發，\n力克全場。,蛇女正選隊長雅緋拔刀相向，\n少女奇能激發，\n力克全場。
Text_1_624,蛇女战败不甘，\n引发内部矛盾，\n两备挑衅雅绯威严滋生事端。,蛇女戰敗不甘，\n引發內部矛盾，\n兩備挑釁雅緋威嚴滋生事端。,蛇女戰敗不甘，\n引發內部矛盾，\n兩備挑釁雅緋威嚴滋生事端。
Text_1_627,忌梦挺身而出替雅绯清扫事端，\n劝服两备姐妹，\n两奈表示会继续留在蛇女。,忌夢挺身而出替雅緋清掃事端，\n勸服兩備姐妹，\n兩奈表示會繼續留在蛇女。,忌夢挺身而出替雅緋清掃事端，\n勸服兩備姐妹，\n兩奈表示會繼續留在蛇女。
Text_1_630,两奈劝说两备留在队中，\n雅绯虽有疑惑，\n但并未追究。,兩奈勸說兩備留在隊中，\n雅緋雖有疑惑，\n但並未追究。,兩奈勸說兩備留在隊中，\n雅緋雖有疑惑，\n但並未追究。
Text_1_633,蛇女正选返校集合训练，\n紫宅缩房间不肯到校，\n忌梦无奈劝说未果。,蛇女正選返校集合訓練，\n紫宅縮房間不肯到校，\n忌夢無奈勸說未果。,蛇女正選返校集合訓練，\n紫宅縮房間不肯到校，\n忌夢無奈勸說未果。
Text_1_636,雅绯亲自前往紫家劝服紫离家返校，\n恩威并施不慎刺激到紫的神经，\n畏其爆发只得先行离开。,雅緋親自前往紫家勸服紫離家返校，\n恩威並施不慎刺激到紫的神經，\n畏其爆發只得先行離開。,雅緋親自前往紫家勸服紫離家返校，\n恩威並施不慎刺激到紫的神經，\n畏其爆發只得先行離開。
Text_1_639,雅绯令两备前往劝说紫，\n两备不情不愿敷衍了事。\n闲聊后防水离开。,雅緋令兩備前往勸說紫，\n兩備不情不願敷衍了事。\n閒聊後防水離開。,雅緋令兩備前往勸說紫，\n兩備不情不願敷衍了事。\n閒聊後防水離開。
Text_1_642,最后由两奈前去规劝紫，\n抖M少女被紫的爆发蹂躏异常满足而返，\n劝紫返校计划以失败告终。,最後由兩奈前去規勸紫，\n抖M少女被紫的爆發蹂躪異常滿足而返，\n勸紫返校計畫以失敗告終。,最後由兩奈前去規勸紫，\n抖M少女被紫的爆發蹂躪異常滿足而返，\n勸紫返校計畫以失敗告終。
Text_1_645,焰在餐厅打工回山路上遇见仇人的妹妹蓝梦，\n蓝梦表决心中焰意外得知，\n大幕后黑手道元竟还在蛇女学校中。,焰在餐廳打工回山路上遇見仇人的妹妹藍夢，\n藍夢表決心中焰意外得知，\n大幕後黑手道元竟還在蛇女學校中。,焰在餐廳打工回山路上遇見仇人的妹妹藍夢，\n藍夢表決心中焰意外得知，\n大幕後黑手道元竟還在蛇女學校中。
Text_1_648,焰前往蛇女学院找到雅绯，\n企图向其表明道元的真实身份，\n但并没有获得丝毫信任。,焰前往蛇女學院找到雅緋，\n企圖向其表明道元的真實身份，\n但並沒有獲得絲毫信任。,焰前往蛇女學院找到雅緋，\n企圖向其表明道元的真實身份，\n但並沒有獲得絲毫信任。
Text_1_651,无奈之下焰通知半藏一行人大蛇山集合，\n众忍一同商讨道元之事，\n斑鸠表示半藏愿意助蛇女学生们一臂之力。,無奈之下焰通知半藏一行人大蛇山集合，\n眾忍一同商討道元之事，\n斑鳩表示半藏願意助蛇女學生們一臂之力。,無奈之下焰通知半藏一行人大蛇山集合，\n眾忍一同商討道元之事，\n斑鳩表示半藏願意助蛇女學生們一臂之力。
Text_1_654,集训第二日。\n少女对焰，\n焰进步突飞猛进。,集訓第二日。\n少女對焰，\n焰進步突飛猛進。,集訓第二日。\n少女對焰，\n焰進步突飛猛進。
Text_1_657,集训第三日，\n少女对葛城，\n葛城嚣张依旧。,集訓第三日，\n少女對葛城，\n葛城囂張依舊。,集訓第三日，\n少女對葛城，\n葛城囂張依舊。
Text_1_660,集训第四日。\n少女对咏。\n意料之外又是情理之中的豆芽菜之战。,集訓第四日。\n少女對詠。\n意料之外又是情理之中的豆芽菜之戰。,集訓第四日。\n少女對詠。\n意料之外又是情理之中的豆芽菜之戰。
Text_1_663,集训第五日。\n少女对飞鸟，\n集训至白热化阶段。,集訓第五日。\n少女對飛鳥，\n集訓至白熱化階段。,集訓第五日。\n少女對飛鳥，\n集訓至白熱化階段。
Text_1_666,集训第六日。\n少女对未来，\n言辞挑逗下未来破绽尽露。,集訓第六日。\n少女對未來，\n言辭挑逗下未來破綻盡露。,集訓第六日。\n少女對未來，\n言辭挑逗下未來破綻盡露。
Text_1_669,集训第七日，\n少女对云雀，\n云雀透视能力已炉火纯青。,集訓第七日，\n少女對雲雀，\n雲雀透視能力已爐火純青。,集訓第七日，\n少女對雲雀，\n雲雀透視能力已爐火純青。
Text_1_672,集训地八日，\n少女对春花，\n木偶击败木偶操纵者。,集訓地八日，\n少女對春花，\n木偶擊敗木偶操縱者。,集訓地八日，\n少女對春花，\n木偶擊敗木偶操縱者。
Text_1_675,集训第九日，\n少女对柳生，\n柳生适应能力非常人能比。,集訓第九日，\n少女對柳生，\n柳生適應能力非常人能比。,集訓第九日，\n少女對柳生，\n柳生適應能力非常人能比。
Text_1_678,集训最终日，\n少女队日影，\n你来我往杀意激增。,集訓最終日，\n少女隊日影，\n你來我往殺意激增。,集訓最終日，\n少女隊日影，\n你來我往殺意激增。
Text_1_681,集训暂时告一段落，\n一群来自月闪女学馆，自称正义使者的学生突然到来，\n不由分说对焰等人痛下杀手。,集訓暫時告一段落，\n一群來自月閃女學館，自稱正義使者的學生突然到來，\n不由分說對焰等人痛下殺手。,集訓暫時告一段落，\n一群來自月閃女學館，自稱正義使者的學生突然到來，\n不由分說對焰等人痛下殺手。
